province_name,city_name,district_name,village_name,notes
"Jawa Tengah",Karangayar,"Kec. Karangpandan","Ds. Karang",
"Jawa Tengah",Karangayar,"Kec. Karangpandan","Ds. Karangpandan",
"Jawa Tengah",Karangayar,"Kec. Karangpandan","Ds. Ngemplak",
"Jawa Tengah",Karangayar,"Kec. Karangpandan","Ds. Salam",
"Jawa Tengah",Karangayar,"Kec. Karangpandan","Ds. Tohkuning",
"Jawa Tengah",Karangayar,"Kec. Kebakkramat","Ds. Alastuo",
"Jawa Tengah",Karangayar,"Kec. Kebakkramat","Ds. Banjarharjo",
"Jawa Tengah",Karangayar,"Kec. Kebakkramat","Ds. Kaliwuluh",
"Jawa Tengah",Karangayar,"Kec. Kebakkramat","Ds. Kemiri",
"Jawa Tengah",Karangayar,"Kec. Kebakkramat","Ds. Macanan",
"Jawa Tengah",Karangayar,"Kec. Kebakkramat","Ds. Malanggaten",
"Jawa Tengah",Karangayar,"Kec. Kebakkramat","Ds. Nangsri",
"Jawa Tengah",Karangayar,"Kec. Kebakkramat","Ds. Padang",
"Jawa Tengah",Karangayar,"Kec. Kebakkramat","Ds. Pulosari",
"Jawa Tengah",Karangayar,"Kec. Kebakkramat","Ds. Waru",
"Jawa Tengah",Karangayar,"Kec. Kerjo","Ds. Botok",
"Jawa Tengah",Karangayar,"Kec. Kerjo","Ds. Ganten",
"Jawa Tengah",Karangayar,"Kec. Kerjo","Ds. Gempolan",
"Jawa Tengah",Karangayar,"Kec. Kerjo","Ds. Karangrejo",
"Jawa Tengah",Karangayar,"Kec. Kerjo","Ds. Kuto",
"Jawa Tengah",Karangayar,"Kec. Kerjo","Ds. Kwadungan",
"Jawa Tengah",Karangayar,"Kec. Kerjo","Ds. Plosorejo",
"Jawa Tengah",Karangayar,"Kec. Kerjo","Ds. Sumberejo",
"Jawa Tengah",Karangayar,"Kec. Kerjo","Ds. Tamansari",
"Jawa Tengah",Karangayar,"Kec. Kerjo","Ds. Tawangsari",
"Jawa Tengah",Karangayar,"Kec. Matesih","Ds. Dawung",
"Jawa Tengah",Karangayar,"Kec. Matesih","Ds. Gantiwarno",
"Jawa Tengah",Karangayar,"Kec. Matesih","Ds. Girilayu",
"Jawa Tengah",Karangayar,"Kec. Matesih","Ds. Karangbangun",
"Jawa Tengah",Karangayar,"Kec. Matesih","Ds. Koripan",
"Jawa Tengah",Karangayar,"Kec. Matesih","Ds. Matesih",
"Jawa Tengah",Karangayar,"Kec. Matesih","Ds. Ngadiluwih",
"Jawa Tengah",Karangayar,"Kec. Matesih","Ds. Pablengan",
"Jawa Tengah",Karangayar,"Kec. Matesih","Ds. Plosorejo",
"Jawa Tengah",Karangayar,"Kec. Mojogedang","Ds. Buntar",
"Jawa Tengah",Karangayar,"Kec. Mojogedang","Ds. Gebyok",
"Jawa Tengah",Karangayar,"Kec. Mojogedang","Ds. Gentungan",
"Jawa Tengah",Karangayar,"Kec. Mojogedang","Ds. Kaliboto",
"Jawa Tengah",Karangayar,"Kec. Mojogedang","Ds. Kedungjeruk",
"Jawa Tengah",Karangayar,"Kec. Mojogedang","Ds. Mojogedang",
"Jawa Tengah",Karangayar,"Kec. Mojogedang","Ds. Mojoroto",
"Jawa Tengah",Karangayar,"Kec. Mojogedang","Ds. Munggur",
"Jawa Tengah",Karangayar,"Kec. Mojogedang","Ds. Ngadirejo",
"Jawa Tengah",Karangayar,"Kec. Mojogedang","Ds. Pendem",
"Jawa Tengah",Karangayar,"Kec. Mojogedang","Ds. Pereng",
"Jawa Tengah",Karangayar,"Kec. Mojogedang","Ds. Pojok",
"Jawa Tengah",Karangayar,"Kec. Mojogedang","Ds. Sewurejo",
"Jawa Tengah",Karangayar,"Kec. Ngargoyoso","Ds. Berjo",
"Jawa Tengah",Karangayar,"Kec. Ngargoyoso","Ds. Dukuh",
"Jawa Tengah",Karangayar,"Kec. Ngargoyoso","Ds. Girimulyo",
"Jawa Tengah",Karangayar,"Kec. Ngargoyoso","Ds. Jatirejo",
"Jawa Tengah",Karangayar,"Kec. Ngargoyoso","Ds. Kemuning",
"Jawa Tengah",Karangayar,"Kec. Ngargoyoso","Ds. Ngargoyoso",
"Jawa Tengah",Karangayar,"Kec. Ngargoyoso","Ds. Nglegok",
"Jawa Tengah",Karangayar,"Kec. Ngargoyoso","Ds. Puntukrejo",
"Jawa Tengah",Karangayar,"Kec. Ngargoyoso","Ds. Segorogunung",
"Jawa Tengah",Karangayar,"Kec. Tasikmadu","Ds. Buran",
"Jawa Tengah",Karangayar,"Kec. Tasikmadu","Ds. Gaum",
"Jawa Tengah",Karangayar,"Kec. Tasikmadu","Ds. Kalijirak",
"Jawa Tengah",Karangayar,"Kec. Tasikmadu","Ds. Kaling",
"Jawa Tengah",Karangayar,"Kec. Tasikmadu","Ds. Karangmojo",
"Jawa Tengah",Karangayar,"Kec. Tasikmadu","Ds. Ngijo",
"Jawa Tengah",Karangayar,"Kec. Tasikmadu","Ds. Pandeyan",
"Jawa Tengah",Karangayar,"Kec. Tasikmadu","Ds. Papahan",
"Jawa Tengah",Karangayar,"Kec. Tasikmadu","Ds. Suruh",
"Jawa Tengah",Karangayar,"Kec. Tasikmadu","Ds. Wonolopo",
"Jawa Tengah",Karangayar,"Kec. Tawangmangu","Ds. Bandardawung",
"Jawa Tengah",Karangayar,"Kec. Tawangmangu","Ds. Gondosuli",
"Jawa Tengah",Karangayar,"Kec. Tawangmangu","Ds. Karanglo",
"Jawa Tengah",Karangayar,"Kec. Tawangmangu","Ds. Nglebak",
"Jawa Tengah",Karangayar,"Kec. Tawangmangu","Ds. Plumbon",
"Jawa Tengah",Karangayar,"Kec. Tawangmangu","Ds. Sepanjang",
"Jawa Tengah",Karangayar,"Kec. Tawangmangu","Ds. Tengklik",
"Jawa Tengah",Karangayar,"Kec. Tawangmangu","Kel Blumbang",
"Jawa Tengah",Karangayar,"Kec. Tawangmangu","Kel. Kalisoro",
"Jawa Tengah",Karangayar,"Kec. Tawangmangu","Kel. Tawangmangu",
"Jawa Tengah",Klaten,"Kec Kemalang","Ds. Balerante",
"Jawa Tengah",Klaten,"Kec Kemalang","Ds. Bawukan",
"Jawa Tengah",Klaten,"Kec Kemalang","Ds. Bumiharjo",
"Jawa Tengah",Klaten,"Kec Kemalang","Ds. Dompol",
"Jawa Tengah",Klaten,"Kec Kemalang","Ds. Kemalang",
"Jawa Tengah",Klaten,"Kec Kemalang","Ds. Kendalsari",
"Jawa Tengah",Klaten,"Kec Kemalang","Ds. Keputran",
"Jawa Tengah",Klaten,"Kec Kemalang","Ds. Panggang",
"Jawa Tengah",Klaten,"Kec Kemalang","Ds. Sidorejo",
"Jawa Tengah",Klaten,"Kec Kemalang","Ds. Talun",
"Jawa Tengah",Klaten,"Kec Kemalang","Ds. Tangkil",
"Jawa Tengah",Klaten,"Kec Kemalang","Ds. Tegal Mulyo",
"Jawa Tengah",Klaten,"Kec Kemalang","Ds. Tlogowatu",
"Jawa Tengah",Klaten,"Kec. Bayat","Ds. Banyuripan",
"Jawa Tengah",Klaten,"Kec. Bayat","Ds. Beluk",
"Jawa Tengah",Klaten,"Kec. Bayat","Ds. Bogem",
"Jawa Tengah",Klaten,"Kec. Bayat","Ds. Dukuh",
"Jawa Tengah",Klaten,"Kec. Bayat","Ds. Gunung Gajah",
"Jawa Tengah",Klaten,"Kec. Bayat","Ds. Jambakan",
"Jawa Tengah",Klaten,"Kec. Bayat","Ds. Jarum",
"Jawa Tengah",Klaten,"Kec. Bayat","Ds. Jotangan",
"Jawa Tengah",Klaten,"Kec. Bayat","Ds. Kebon",
"Jawa Tengah",Klaten,"Kec. Bayat","Ds. Krakitan",
"Jawa Tengah",Klaten,"Kec. Bayat","Ds. Krikilan",
"Jawa Tengah",Klaten,"Kec. Bayat","Ds. Nengahan",
"Jawa Tengah",Klaten,"Kec. Bayat","Ds. Ngerangan",
"Jawa Tengah",Klaten,"Kec. Bayat","Ds. Paseban",
"Jawa Tengah",Klaten,"Kec. Bayat","Ds. Talang",
"Jawa Tengah",Klaten,"Kec. Bayat","Ds. Tawang Rejo",
"Jawa Tengah",Klaten,"Kec. Bayat","Ds. Tegalrejo",
"Jawa Tengah",Klaten,"Kec. Bayat","Ds. Wiro",
"Jawa Tengah",Klaten,"Kec. Cawas","Ds. Balak",
"Jawa Tengah",Klaten,"Kec. Cawas","Ds. Baran",
"Jawa Tengah",Klaten,"Kec. Cawas","Ds. Barepan",
"Jawa Tengah",Klaten,"Kec. Cawas","Ds. Bawak",
"Jawa Tengah",Klaten,"Kec. Cawas","Ds. Bendungan",
"Jawa Tengah",Klaten,"Kec. Cawas","Ds. Bogor",
"Jawa Tengah",Klaten,"Kec. Cawas","Ds. Burikan",
"Jawa Tengah",Klaten,"Kec. Cawas","Ds. Cawas",
"Jawa Tengah",Klaten,"Kec. Cawas","Ds. Gombang",
"Jawa Tengah",Klaten,"Kec. Cawas","Ds. Japanan",
"Jawa Tengah",Klaten,"Kec. Cawas","Ds. Karangasem",
"Jawa Tengah",Klaten,"Kec. Cawas","Ds. Kedungampel",
"Jawa Tengah",Klaten,"Kec. Cawas","Ds. Mlese",
"Jawa Tengah",Klaten,"Kec. Cawas","Ds. Nanggulan",
"Jawa Tengah",Klaten,"Kec. Cawas","Ds. Pakisan",
"Jawa Tengah",Klaten,"Kec. Cawas","Ds. Plosowangi",
"Jawa Tengah",Klaten,"Kec. Cawas","Ds. Pogong",
"Jawa Tengah",Klaten,"Kec. Cawas","Ds. Tirtomarto",
"Jawa Tengah",Klaten,"Kec. Cawas","Ds. Tlingsing",
"Jawa Tengah",Klaten,"Kec. Cawas","Ds. Tugu",
"Jawa Tengah",Klaten,"Kec. Ceper","Ds. Ceper",
"Jawa Tengah",Klaten,"Kec. Ceper","Ds. Dlimas",
"Jawa Tengah",Klaten,"Kec. Ceper","Ds. Jambukidul",
"Jawa Tengah",Klaten,"Kec. Ceper","Ds. Jambukulon",
"Jawa Tengah",Klaten,"Kec. Ceper","Ds. Jombor",
"Jawa Tengah",Klaten,"Kec. Ceper","Ds. Kajen",
"Jawa Tengah",Klaten,"Kec. Ceper","Ds. Klepu",
"Jawa Tengah",Klaten,"Kec. Ceper","Ds. Kujon Dan Cetan",
"Jawa Tengah",Klaten,"Kec. Ceper","Ds. Kuncen",
"Jawa Tengah",Klaten,"Kec. Ceper","Ds. Kurung Dan Pokak",
"Jawa Tengah",Klaten,"Kec. Ceper","Ds. Meger",
"Jawa Tengah",Klaten,"Kec. Ceper","Ds. Mlese Dan Pasungan",
"Jawa Tengah",Klaten,"Kec. Ceper","Ds. Ngawonggo",
"Jawa Tengah",Klaten,"Kec. Ceper","Ds. Srebegan",
"Jawa Tengah",Klaten,"Kec. Ceper","Ds. Tegalrejo",
"Jawa Tengah",Klaten,"Kec. Delanggu","Ds. Banaran",
"Jawa Tengah",Klaten,"Kec. Delanggu","Ds. Bowan",
"Jawa Tengah",Klaten,"Kec. Delanggu","Ds. Butuhan",
"Jawa Tengah",Klaten,"Kec. Delanggu","Ds. Delanggu",
"Jawa Tengah",Klaten,"Kec. Delanggu","Ds. Dukuh",
"Jawa Tengah",Klaten,"Kec. Delanggu","Ds. Gatak",
"Jawa Tengah",Klaten,"Kec. Delanggu","Ds. Jetis",
"Jawa Tengah",Klaten,"Kec. Delanggu","Ds. Karang",
"Jawa Tengah",Klaten,"Kec. Delanggu","Ds. Kepanjen",
"Jawa Tengah",Klaten,"Kec. Delanggu","Ds. Krecek",
"Jawa Tengah",Klaten,"Kec. Delanggu","Ds. Mendak",
"Jawa Tengah",Klaten,"Kec. Delanggu","Ds. Sabrang",
"Jawa Tengah",Klaten,"Kec. Delanggu","Ds. Segaran",
"Jawa Tengah",Klaten,"Kec. Delanggu","Ds. Sidomulyo",
"Jawa Tengah",Klaten,"Kec. Delanggu","Ds. Sribit",
"Jawa Tengah",Klaten,"Kec. Delanggu","Ds. Tlobong",
"Jawa Tengah",Klaten,"Kec. Gantiwarno","Ds. Baturan",
"Jawa Tengah",Klaten,"Kec. Gantiwarno","Ds. Ceporan",
"Jawa Tengah",Klaten,"Kec. Gantiwarno","Ds. Gentan",
"Jawa Tengah",Klaten,"Kec. Gantiwarno","Ds. Gesikan",
"Jawa Tengah",Klaten,"Kec. Gantiwarno","Ds. Jabung",
"Jawa Tengah",Klaten,"Kec. Gantiwarno","Ds. Jogoprayan",
"Jawa Tengah",Klaten,"Kec. Gantiwarno","Ds. Karangturi",
"Jawa Tengah",Klaten,"Kec. Gantiwarno","Ds. Katekan",
"Jawa Tengah",Klaten,"Kec. Gantiwarno","Ds. Kerten",
"Jawa Tengah",Klaten,"Kec. Gantiwarno","Ds. Kragilan",
"Jawa Tengah",Klaten,"Kec. Gantiwarno","Ds. Mlese",
"Jawa Tengah",Klaten,"Kec. Gantiwarno","Ds. Muruh",
"Jawa Tengah",Klaten,"Kec. Gantiwarno","Ds. Mutihan",
"Jawa Tengah",Klaten,"Kec. Gantiwarno","Ds. Sawit",
"Jawa Tengah",Klaten,"Kec. Gantiwarno","Ds. Towangsan",
"Jawa Tengah",Klaten,"Kec. Jatinom","Ds. Bandungan",
"Jawa Tengah",Klaten,"Kec. Jatinom","Ds. Bengking",
"Jawa Tengah",Klaten,"Kec. Jatinom","Ds. Beteng",
"Jawa Tengah",Klaten,"Kec. Jatinom","Ds. Bonyokan",
"Jawa Tengah",Klaten,"Kec. Jatinom","Ds. Cawan",
"Jawa Tengah",Klaten,"Kec. Jatinom","Ds. Gedaren",
"Jawa Tengah",Klaten,"Kec. Jatinom","Ds. Glagah",
"Jawa Tengah",Klaten,"Kec. Jatinom","Ds. Jemawan",
"Jawa Tengah",Klaten,"Kec. Jatinom","Ds. Kayumas",
"Jawa Tengah",Klaten,"Kec. Jatinom","Ds. Krajan",
"Jawa Tengah",Klaten,"Kec. Jatinom","Ds. Mranggen",
"Jawa Tengah",Klaten,"Kec. Jatinom","Ds. Pandeyan",
"Jawa Tengah",Klaten,"Kec. Jatinom","Ds. Puluhan",
"Jawa Tengah",Klaten,"Kec. Jatinom","Ds. Randu Lanang",
"Jawa Tengah",Klaten,"Kec. Jatinom","Ds. Socokangsi",
"Jawa Tengah",Klaten,"Kec. Jatinom","Ds. Temuireng",
"Jawa Tengah",Klaten,"Kec. Jatinom","Ds. Tibayan",
"Jawa Tengah",Klaten,"Kec. Jatinom","Kel. Jatinom",
"Jawa Tengah",Klaten,"Kec. Jogonalan","Ds. Bakung",
"Jawa Tengah",Klaten,"Kec. Jogonalan","Ds. Dompyongan",
"Jawa Tengah",Klaten,"Kec. Jogonalan","Ds. Gondangan",
"Jawa Tengah",Klaten,"Kec. Jogonalan","Ds. Granting",
"Jawa Tengah",Klaten,"Kec. Jogonalan","Ds. Joton",
"Jawa Tengah",Klaten,"Kec. Jogonalan","Ds. Karang Dukuh",
"Jawa Tengah",Klaten,"Kec. Jogonalan","Ds. Kraguman",
"Jawa Tengah",Klaten,"Kec. Jogonalan","Ds. Ngering",
"Jawa Tengah",Klaten,"Kec. Jogonalan","Ds. Pangkahan",
"Jawa Tengah",Klaten,"Kec. Jogonalan","Ds. Plawikan",
"Jawa Tengah",Klaten,"Kec. Jogonalan","Ds. Prawatan",
"Jawa Tengah",Klaten,"Kec. Jogonalan","Ds. Rejoso",
"Jawa Tengah",Klaten,"Kec. Jogonalan","Ds. Somopuro",
"Jawa Tengah",Klaten,"Kec. Jogonalan","Ds. Sumyang",
"Jawa Tengah",Klaten,"Kec. Jogonalan","Ds. Tambakan",
"Jawa Tengah",Klaten,"Kec. Jogonalan","Ds. Tangkisan Pos",
"Jawa Tengah",Klaten,"Kec. Jogonalan","Ds. Titang",
"Jawa Tengah",Klaten,"Kec. Jogonalan","Ds. Wonoboyo",
"Jawa Tengah",Klaten,"Kec. Juwiring","Ds. Bolopleret",
"Jawa Tengah",Klaten,"Kec. Juwiring","Ds. Bulurejo",
"Jawa Tengah",Klaten,"Kec. Juwiring","Ds. Carikan",
"Jawa Tengah",Klaten,"Kec. Juwiring","Ds. Gondangsari",
"Jawa Tengah",Klaten,"Kec. Juwiring","Ds. Jaten",
"Jawa Tengah",Klaten,"Kec. Juwiring","Ds. Jetis",
"Jawa Tengah",Klaten,"Kec. Juwiring","Ds. Juwiran",
"Jawa Tengah",Klaten,"Kec. Juwiring","Ds. Juwiring",
"Jawa Tengah",Klaten,"Kec. Juwiring","Ds. Kenaiban",
"Jawa Tengah",Klaten,"Kec. Juwiring","Ds. Ketitang",
"Jawa Tengah",Klaten,"Kec. Juwiring","Ds. Kwarasan",
"Jawa Tengah",Klaten,"Kec. Juwiring","Ds. Mrisen",
"Jawa Tengah",Klaten,"Kec. Juwiring","Ds. Pundungan",
"Jawa Tengah",Klaten,"Kec. Juwiring","Ds. Sawahan",
"Jawa Tengah",Klaten,"Kec. Juwiring","Ds. Serenan",
"Jawa Tengah",Klaten,"Kec. Juwiring","Ds. Taji",
"Jawa Tengah",Klaten,"Kec. Juwiring","Ds. Tanjung",
"Jawa Tengah",Klaten,"Kec. Juwiring","Ds. Tlogorandu",
"Jawa Tengah",Klaten,"Kec. Juwiring","Ds. Trasan",
"Jawa Tengah",Klaten,"Kec. Kalikotes","Ds. Gemblegan",
"Jawa Tengah",Klaten,"Kec. Kalikotes","Ds. Jimbung",
"Jawa Tengah",Klaten,"Kec. Kalikotes","Ds. Jogosetran",
"Jawa Tengah",Klaten,"Kec. Kalikotes","Ds. Kalikotes",
"Jawa Tengah",Klaten,"Kec. Kalikotes","Ds. Krajan",
"Jawa Tengah",Klaten,"Kec. Kalikotes","Ds. Ngemplak",
"Jawa Tengah",Klaten,"Kec. Kalikotes","Ds. Tambongwetan",
"Jawa Tengah",Klaten,"Kec. Karanganaom","Ds. Beku",
"Jawa Tengah",Klaten,"Kec. Karanganaom","Ds. Blanciran",
"Jawa Tengah",Klaten,"Kec. Karanganaom","Ds. Brangkal",
"Jawa Tengah",Klaten,"Kec. Karanganaom","Ds. Gempol",
"Jawa Tengah",Klaten,"Kec. Karanganaom","Ds. Gledeg",
"Jawa Tengah",Klaten,"Kec. Karanganaom","Ds. Jambeyan",
"Jawa Tengah",Klaten,"Kec. Karanganaom","Ds. Jeblog",
"Jawa Tengah",Klaten,"Kec. Karanganaom","Ds. Jungkare",
"Jawa Tengah",Klaten,"Kec. Karanganaom","Ds. Jurang Jero",
"Jawa Tengah",Klaten,"Kec. Karanganaom","Ds. Kadirejo",
"Jawa Tengah",Klaten,"Kec. Karanganaom","Ds. Karangan",
"Jawa Tengah",Klaten,"Kec. Karanganaom","Ds. Karanganom",
"Jawa Tengah",Klaten,"Kec. Karanganaom","Ds. Kunden",
"Jawa Tengah",Klaten,"Kec. Karanganaom","Ds. Ngabeyan",
"Jawa Tengah",Klaten,"Kec. Karanganaom","Ds. Padas",
"Jawa Tengah",Klaten,"Kec. Karanganaom","Ds. Pondok",
"Jawa Tengah",Klaten,"Kec. Karanganaom","Ds. Soropaten",
"Jawa Tengah",Klaten,"Kec. Karanganaom","Ds. Tarubasan",
"Jawa Tengah",Klaten,"Kec. Karanganaom","Ds. Troso",
"Jawa Tengah",Klaten,"Kec. Karangdowo","Ds. Babadan",
"Jawa Tengah",Klaten,"Kec. Karangdowo","Ds. Bakungan",
"Jawa Tengah",Klaten,"Kec. Karangdowo","Ds. Bulusan",
"Jawa Tengah",Klaten,"Kec. Karangdowo","Ds. Demangan",
"Jawa Tengah",Klaten,"Kec. Karangdowo","Ds. Karangdowo",
"Jawa Tengah",Klaten,"Kec. Karangdowo","Ds. Karangjoho",
"Jawa Tengah",Klaten,"Kec. Karangdowo","Ds. Karangtalun",
"Jawa Tengah",Klaten,"Kec. Karangdowo","Ds. Karangwungu",
"Jawa Tengah",Klaten,"Kec. Karangdowo","Ds. Kupang",
"Jawa Tengah",Klaten,"Kec. Karangdowo","Ds. Munggung",
"Jawa Tengah",Klaten,"Kec. Karangdowo","Ds. Ngolodono",
"Jawa Tengah",Klaten,"Kec. Karangdowo","Ds. Pugeran",
"Jawa Tengah",Klaten,"Kec. Karangdowo","Ds. Ringin Putih",
"Jawa Tengah",Klaten,"Kec. Karangdowo","Ds. Sentono",
"Jawa Tengah",Klaten,"Kec. Karangdowo","Ds. Soka",
"Jawa Tengah",Klaten,"Kec. Karangdowo","Ds. Tambak",
"Jawa Tengah",Klaten,"Kec. Karangdowo","Ds. Tegal Ampel",
"Jawa Tengah",Klaten,"Kec. Karangdowo","Ds. Tulas",
"Jawa Tengah",Klaten,"Kec. Karangdowo","Ds. Tumpukan",
"Jawa Tengah",Klaten,"Kec. Karangnongko","Ds. Banyuaeng",
"Jawa Tengah",Klaten,"Kec. Karangnongko","Ds. Blimbing",
"Jawa Tengah",Klaten,"Kec. Karangnongko","Ds. Demakijo",
"Jawa Tengah",Klaten,"Kec. Karangnongko","Ds. Gemampir",
"Jawa Tengah",Klaten,"Kec. Karangnongko","Ds. Gumul",
"Jawa Tengah",Klaten,"Kec. Karangnongko","Ds. Jagalan",
"Jawa Tengah",Klaten,"Kec. Karangnongko","Ds. Jetis",
"Jawa Tengah",Klaten,"Kec. Karangnongko","Ds. Jiwan",
"Jawa Tengah",Klaten,"Kec. Karangnongko","Ds. Kadilajo",
"Jawa Tengah",Klaten,"Kec. Karangnongko","Ds. Kanoman",
"Jawa Tengah",Klaten,"Kec. Karangnongko","Ds. Karangnongko",
"Jawa Tengah",Klaten,"Kec. Karangnongko","Ds. Logegde",
"Jawa Tengah",Klaten,"Kec. Karangnongko","Ds. Ngemplak",
"Jawa Tengah",Klaten,"Kec. Karangnongko","Ds. Somokaton",
"Jawa Tengah",Klaten,"Kec. Klaten Tengah","Ds. Gumulan",
"Jawa Tengah",Klaten,"Kec. Klaten Tengah","Ds. Jomboran",
"Jawa Tengah",Klaten,"Kec. Klaten Tengah","Ds. Semangkak",
"Jawa Tengah",Klaten,"Kec. Klaten Tengah","Kel.  Bareng",
"Jawa Tengah",Klaten,"Kec. Klaten Tengah","Kel.  Buntalan",
"Jawa Tengah",Klaten,"Kec. Klaten Tengah","Kel.  Kabupaten",
"Jawa Tengah",Klaten,"Kec. Klaten Tengah","Kel.  Mojayan",
"Jawa Tengah",Klaten,"Kec. Klaten Tengah","Kel.  Tonggalan",
"Jawa Tengah",Klaten,"Kec. Klaten Tengah","Kel. Klaten",
"Jawa Tengah",Klaten,"Kec. Klaten Utara","Ds. Belang Wetan",
"Jawa Tengah",Klaten,"Kec. Klaten Utara","Ds. Jebugan",
"Jawa Tengah",Klaten,"Kec. Klaten Utara","Ds. Jonggrangan",
"Jawa Tengah",Klaten,"Kec. Klaten Utara","Ds. Karanganom",
"Jawa Tengah",Klaten,"Kec. Klaten Utara","Ds. Kel. Bareng Lor",
"Jawa Tengah",Klaten,"Kec. Klaten Utara","Ds. Kel. Gergunung",
"Jawa Tengah",Klaten,"Kec. Klaten Utara","Ds. Ketandan",
"Jawa Tengah",Klaten,"Kec. Klaten Utara","Ds. Sekar Suli",
"Jawa Tengah",Klaten,"Kec. Manisrenggo","Ds. Barukan",
"Jawa Tengah",Klaten,"Kec. Manisrenggo","Ds. Bendan",
"Jawa Tengah",Klaten,"Kec. Manisrenggo","Ds. Borangan",
"Jawa Tengah",Klaten,"Kec. Manisrenggo","Ds. Kebonalas",
"Jawa Tengah",Klaten,"Kec. Manisrenggo","Ds. Kecemen",
"Jawa Tengah",Klaten,"Kec. Manisrenggo","Ds. Kepurun",
"Jawa Tengah",Klaten,"Kec. Manisrenggo","Ds. Kranggan",
"Jawa Tengah",Klaten,"Kec. Manisrenggo","Ds. Leses",
"Jawa Tengah",Klaten,"Kec. Manisrenggo","Ds. Nangsri",
"Jawa Tengah",Klaten,"Kec. Manisrenggo","Ds. Ngemplak Seneng",
"Jawa Tengah",Klaten,"Kec. Manisrenggo","Ds. Sapen",
"Jawa Tengah",Klaten,"Kec. Manisrenggo","Ds. Solodiran",
"Jawa Tengah",Klaten,"Kec. Manisrenggo","Ds. Sukorini",
"Jawa Tengah",Klaten,"Kec. Manisrenggo","Ds. Tanjungsari",
"Jawa Tengah",Klaten,"Kec. Manisrenggo","Ds. Taskombang",
"Jawa Tengah",Klaten,"Kec. Manisrenggo","Ds. Tijayan",
"Jawa Tengah",Klaten,"Kec. Ngawen","Ds. Candirejo",
"Jawa Tengah",Klaten,"Kec. Ngawen","Ds. Drono",
"Jawa Tengah",Klaten,"Kec. Ngawen","Ds. Duwet",
"Jawa Tengah",Klaten,"Kec. Ngawen","Ds. Gatak",
"Jawa Tengah",Klaten,"Kec. Ngawen","Ds. Kahuman",
"Jawa Tengah",Klaten,"Kec. Ngawen","Ds. Kwaren",
"Jawa Tengah",Klaten,"Kec. Ngawen","Ds. Manjung",
"Jawa Tengah",Klaten,"Kec. Ngawen","Ds. Manjungan",
"Jawa Tengah",Klaten,"Kec. Ngawen","Ds. Mayungan",
"Jawa Tengah",Klaten,"Kec. Ngawen","Ds. Ngawen",
"Jawa Tengah",Klaten,"Kec. Ngawen","Ds. Pepe",
"Jawa Tengah",Klaten,"Kec. Ngawen","Ds. Senden",
"Jawa Tengah",Klaten,"Kec. Ngawen","Ds. Tempursari",
"Jawa Tengah",Klaten,"Kec. Pedan","Ds. Beji",
"Jawa Tengah",Klaten,"Kec. Pedan","Ds. Bendo",
"Jawa Tengah",Klaten,"Kec. Pedan","Ds. Jatimulyo",
"Jawa Tengah",Klaten,"Kec. Pedan","Ds. Jetis Wetan",
"Jawa Tengah",Klaten,"Kec. Pedan","Ds. Kalangan",
"Jawa Tengah",Klaten,"Kec. Pedan","Ds. Kaligawe",
"Jawa Tengah",Klaten,"Kec. Pedan","Ds. Keden",
"Jawa Tengah",Klaten,"Kec. Pedan","Ds. Kedungan",
"Jawa Tengah",Klaten,"Kec. Pedan","Ds. Lemahireng",
"Jawa Tengah",Klaten,"Kec. Pedan","Ds. Ngaren",
"Jawa Tengah",Klaten,"Kec. Pedan","Ds. Sobayan",
"Jawa Tengah",Klaten,"Kec. Pedan","Ds. Tambak Boyo",
"Jawa Tengah",Klaten,"Kec. Pedan","Ds. Temuwangi",
"Jawa Tengah",Klaten,"Kec. Pedan","Ds. Troketon",
"Jawa Tengah",Klaten,"Kec. Polanharjo","Ds. Borongan",
"Jawa Tengah",Klaten,"Kec. Polanharjo","Ds. Glagahwangi",
"Jawa Tengah",Klaten,"Kec. Polanharjo","Ds. Janti",
"Jawa Tengah",Klaten,"Kec. Polanharjo","Ds. Jimus",
"Jawa Tengah",Klaten,"Kec. Polanharjo","Ds. Kahuman",
"Jawa Tengah",Klaten,"Kec. Polanharjo","Ds. Kapungan",
"Jawa Tengah",Klaten,"Kec. Polanharjo","Ds. Karanglo",
"Jawa Tengah",Klaten,"Kec. Polanharjo","Ds. Kebonharjo",
"Jawa Tengah",Klaten,"Kec. Polanharjo","Ds. Keprabon",
"Jawa Tengah",Klaten,"Kec. Polanharjo","Ds. Kranggan",
"Jawa Tengah",Klaten,"Kec. Polanharjo","Ds. Ngajat",
"Jawa Tengah",Klaten,"Kec. Polanharjo","Ds. Ngaran",
"Jawa Tengah",Klaten,"Kec. Polanharjo","Ds. Polan",
"Jawa Tengah",Klaten,"Kec. Polanharjo","Ds. Ponggok",
"Jawa Tengah",Klaten,"Kec. Polanharjo","Ds. Sidoharjo",
"Jawa Tengah",Klaten,"Kec. Polanharjo","Ds. Sidowayah",
"Jawa Tengah",Klaten,"Kec. Polanharjo","Ds. Turus",
"Jawa Tengah",Klaten,"Kec. Polanharjo","Ds. Wangen",
"Jawa Tengah",Klaten,"Kec. Prambanan","Ds. Brajan",
"Jawa Tengah",Klaten,"Kec. Prambanan","Ds. Bugisan",
"Jawa Tengah",Klaten,"Kec. Prambanan","Ds. Cucukan",
