province_name,city_name,district_name,village_name,notes
"Jawa Tengah",Wonogiri,"Kec. Puhpelem","Ds. Golo",
"Jawa Tengah",Wonogiri,"Kec. Puhpelem","Ds. Kel. Kel.Giriharjo",
"Jawa Tengah",Wonogiri,"Kec. Puhpelem","Ds. Nguneng",
"Jawa Tengah",Wonogiri,"Kec. Puhpelem","Ds. Puhpelem",
"Jawa Tengah",Wonogiri,"Kec. Puhpelem","Ds. Sukorejo",
"Jawa Tengah",Wonogiri,"Kec. Puhpelem","Ds. Tengger",
"Jawa Tengah",Wonogiri,"Kec. Purwantoro","Ds. Bakalan",
"Jawa Tengah",Wonogiri,"Kec. Purwantoro","Ds. Bangsri",
"Jawa Tengah",Wonogiri,"Kec. Purwantoro","Ds. Biting",
"Jawa Tengah",Wonogiri,"Kec. Purwantoro","Ds. Gondang",
"Jawa Tengah",Wonogiri,"Kec. Purwantoro","Ds. Joho",
"Jawa Tengah",Wonogiri,"Kec. Purwantoro","Ds. Kenteng",
"Jawa Tengah",Wonogiri,"Kec. Purwantoro","Ds. Kepyar",
"Jawa Tengah",Wonogiri,"Kec. Purwantoro","Ds. Miricinde",
"Jawa Tengah",Wonogiri,"Kec. Purwantoro","Ds. Ploso",
"Jawa Tengah",Wonogiri,"Kec. Purwantoro","Ds. Sendang",
"Jawa Tengah",Wonogiri,"Kec. Purwantoro","Ds. Sukomangu",
"Jawa Tengah",Wonogiri,"Kec. Purwantoro","Ds. Sumber",
"Jawa Tengah",Wonogiri,"Kec. Purwantoro","Ds. Talesan",
"Jawa Tengah",Wonogiri,"Kec. Purwantoro","Kel. Purwantoro",
"Jawa Tengah",Wonogiri,"Kec. Purwantoro","Kel. Tegalrejo",
"Jawa Tengah",Wonogiri,"Kec. Selogiri","Ds. Gemantar",
"Jawa Tengah",Wonogiri,"Kec. Selogiri","Ds. Jaten",
"Jawa Tengah",Wonogiri,"Kec. Selogiri","Ds. Jendi",
"Jawa Tengah",Wonogiri,"Kec. Selogiri","Ds. Kel. Kaliancar",
"Jawa Tengah",Wonogiri,"Kec. Selogiri","Ds. Keloran",
"Jawa Tengah",Wonogiri,"Kec. Selogiri","Ds. Kepatihan",
"Jawa Tengah",Wonogiri,"Kec. Selogiri","Ds. Nambangan",
"Jawa Tengah",Wonogiri,"Kec. Selogiri","Ds. Pare",
"Jawa Tengah",Wonogiri,"Kec. Selogiri","Ds. Pule",
"Jawa Tengah",Wonogiri,"Kec. Selogiri","Ds. Sendangijo",
"Jawa Tengah",Wonogiri,"Kec. Selogiri","Ds. Singodutan",
"Jawa Tengah",Wonogiri,"Kec. Sidoharjo","Ds. Jatinom",
"Jawa Tengah",Wonogiri,"Kec. Sidoharjo","Ds. Kebonagung",
"Jawa Tengah",Wonogiri,"Kec. Sidoharjo","Ds. Kedunggupit",
"Jawa Tengah",Wonogiri,"Kec. Sidoharjo","Ds. Mojoreno",
"Jawa Tengah",Wonogiri,"Kec. Sidoharjo","Ds. Ngabeyan",
"Jawa Tengah",Wonogiri,"Kec. Sidoharjo","Ds. Sembukan",
"Jawa Tengah",Wonogiri,"Kec. Sidoharjo","Ds. Sempukerep",
"Jawa Tengah",Wonogiri,"Kec. Sidoharjo","Ds. Tempursari",
"Jawa Tengah",Wonogiri,"Kec. Sidoharjo","Ds. Tremes",
"Jawa Tengah",Wonogiri,"Kec. Sidoharjo","Ds. Widoro",
"Jawa Tengah",Wonogiri,"Kec. Sidoharjo","Kel. Kayuloko",
"Jawa Tengah",Wonogiri,"Kec. Sidoharjo","Kel. Sidoharjo",
"Jawa Tengah",Wonogiri,"Kec. Slogohimo","Ds. Gunan",
"Jawa Tengah",Wonogiri,"Kec. Slogohimo","Ds. Jeblogan",
"Jawa Tengah",Wonogiri,"Kec. Slogohimo","Ds. Karangtengah",
"Jawa Tengah",Wonogiri,"Kec. Slogohimo","Ds. Kel. Bulusari",
"Jawa Tengah",Wonogiri,"Kec. Slogohimo","Ds. Klunggen",
"Jawa Tengah",Wonogiri,"Kec. Slogohimo","Ds. Made",
"Jawa Tengah",Wonogiri,"Kec. Slogohimo","Ds. Ngambarsari",
"Jawa Tengah",Wonogiri,"Kec. Slogohimo","Ds. Pandan",
"Jawa Tengah",Wonogiri,"Kec. Slogohimo","Ds. Pandarangin",
"Jawa Tengah",Wonogiri,"Kec. Slogohimo","Ds. Purwoharjo",
"Jawa Tengah",Wonogiri,"Kec. Slogohimo","Ds. Randusari",
"Jawa Tengah",Wonogiri,"Kec. Slogohimo","Ds. Sambirejo",
"Jawa Tengah",Wonogiri,"Kec. Slogohimo","Ds. Sedayu",
"Jawa Tengah",Wonogiri,"Kec. Slogohimo","Ds. Setren",
"Jawa Tengah",Wonogiri,"Kec. Slogohimo","Ds. Slogohimo",
"Jawa Tengah",Wonogiri,"Kec. Slogohimo","Ds. Soco",
"Jawa Tengah",Wonogiri,"Kec. Slogohimo","Ds. Sokoboyo",
"Jawa Tengah",Wonogiri,"Kec. Slogohimo","Ds. Temboro",
"Jawa Tengah",Wonogiri,"Kec. Slogohimo","Ds. Tunggur",
"Jawa Tengah",Wonogiri,"Kec. Slogohimo","Ds. Waru",
"Jawa Tengah",Wonogiri,"Kec. Slogohimo","Ds. Watusomo",
"Jawa Tengah",Wonogiri,"Kec. Slogohimo","Kel. Karang",
"Jawa Tengah",Wonogiri,"Kec. Tirtomoyo","Ds. Banyak Prodo",
"Jawa Tengah",Wonogiri,"Kec. Tirtomoyo","Ds. Dlepih",
"Jawa Tengah",Wonogiri,"Kec. Tirtomoyo","Ds. Genengharjo",
"Jawa Tengah",Wonogiri,"Kec. Tirtomoyo","Ds. Girirejo",
"Jawa Tengah",Wonogiri,"Kec. Tirtomoyo","Ds. Hargantoro",
"Jawa Tengah",Wonogiri,"Kec. Tirtomoyo","Ds. Hargorejo",
"Jawa Tengah",Wonogiri,"Kec. Tirtomoyo","Ds. Ngarjosari",
"Jawa Tengah",Wonogiri,"Kec. Tirtomoyo","Ds. Sendang Mulyo",
"Jawa Tengah",Wonogiri,"Kec. Tirtomoyo","Ds. Sidorejo",
"Jawa Tengah",Wonogiri,"Kec. Tirtomoyo","Ds. Sukoharjo",
"Jawa Tengah",Wonogiri,"Kec. Tirtomoyo","Ds. Tanjungsari",
"Jawa Tengah",Wonogiri,"Kec. Tirtomoyo","Ds. Wiroko",
"Jawa Tengah",Wonogiri,"Kec. Tirtomoyo","Kel. Hargosari",
"Jawa Tengah",Wonogiri,"Kec. Tirtomoyo","Kel. Tirtomoyo",
"Jawa Tengah",Wonogiri,"Kec. Wonogiri","Ds. Bulusulur",
"Jawa Tengah",Wonogiri,"Kec. Wonogiri","Ds. Manjung",
"Jawa Tengah",Wonogiri,"Kec. Wonogiri","Ds. Pokoh Kidul",
"Jawa Tengah",Wonogiri,"Kec. Wonogiri","Ds. Purworejo",
"Jawa Tengah",Wonogiri,"Kec. Wonogiri","Ds. Purwosari",
"Jawa Tengah",Wonogiri,"Kec. Wonogiri","Ds. Sendang",
"Jawa Tengah",Wonogiri,"Kec. Wonogiri","Ds. Sonoharjo",
"Jawa Tengah",Wonogiri,"Kec. Wonogiri","Ds. Wonoharjo",
"Jawa Tengah",Wonogiri,"Kec. Wonogiri","Ds. Wonokerto",
"Jawa Tengah",Wonogiri,"Kec. Wonogiri","Kel. Giripurwo",
"Jawa Tengah",Wonogiri,"Kec. Wonogiri","Kel. Giritirto",
"Jawa Tengah",Wonogiri,"Kec. Wonogiri","Kel. Giriwono",
"Jawa Tengah",Wonogiri,"Kec. Wonogiri","Kel. Wonoboyo",
"Jawa Tengah",Wonogiri,"Kec. Wonogiri","Kel. Wonokarto",
"Jawa Tengah",Wonogiri,"Kec. Wonogiri","Kel. Wuryorejo",
"Jawa Tengah",Wonogiri,"Kec. Wuryantoro","Ds. Genukharjo",
"Jawa Tengah",Wonogiri,"Kec. Wuryantoro","Ds. Gumiwang Lor",
"Jawa Tengah",Wonogiri,"Kec. Wuryantoro","Ds. Mlpopoharjo",
"Jawa Tengah",Wonogiri,"Kec. Wuryantoro","Ds. Pulutan Kulon",
"Jawa Tengah",Wonogiri,"Kec. Wuryantoro","Ds. Pulutan Wetan",
"Jawa Tengah",Wonogiri,"Kec. Wuryantoro","Ds. Sumberejo",
"Jawa Tengah",Wonogiri,"Kec. Wuryantoro","Kel. Mojopuro",
"Jawa Tengah",Wonogiri,"Kec. Wuryantoro","Kel. Wuryantoro",
